timestamp,scan_number,ch_00,ch_01,ch_02,ch_03,ch_04,system_file,system_id
2025-11-25 14:12:07.912,34,33.875072,32.7343544,31.8876608,32.5030268,32.9897805,biomass\25112025.csv,25112025
2025-11-25 14:12:17.912,35,34.0156847,32.9568931,31.8324436,32.6858096,33.0954322,biomass\25112025.csv,25112025
2025-11-25 14:12:27.912,36,34.0254525,32.8315347,31.8664785,32.4513465,33.0713426,biomass\25112025.csv,25112025
2025-11-25 14:12:37.912,37,34.0465569,32.8118365,31.9226557,32.5375665,33.1294873,biomass\25112025.csv,25112025
2025-11-25 14:12:47.912,38,34.0671614,45.4205682,84.109101,50.2740703,34.7981432,biomass\25112025.csv,25112025
2025-11-25 14:12:57.912,39,33.5770493,130.86463,44.6928273,36.0427121,34.8845953,biomass\25112025.csv,25112025
2025-11-25 14:13:07.912,40,33.4928526,56.7805972,37.2250895,133.486001,35.7662135,biomass\25112025.csv,25112025
2025-11-25 14:13:17.912,41,33.2505105,42.464862,35.8915661,68.699388,39.8809184,biomass\25112025.csv,25112025
2025-11-25 14:13:27.912,42,32.8402255,39.1151504,35.2468433,55.5150265,43.2024394,biomass\25112025.csv,25112025
2025-11-25 14:13:37.912,43,32.8613102,38.3030657,35.3434802,35.366284,585.962738,biomass\25112025.csv,25112025
2025-11-25 14:13:47.912,44,32.5260157,690.3649,72.7976415,38.544273,145.414015,biomass\25112025.csv,25112025
2025-11-25 14:13:57.912,45,32.0812131,146.272833,44.0962254,33.5046989,52.9761896,biomass\25112025.csv,25112025
2025-11-25 14:14:07.912,46,32.3761609,72.4505265,38.3250494,33.4679666,42.0872473,biomass\25112025.csv,25112025
2025-11-25 14:14:17.912,47,32.6775012,48.7805254,36.2434996,32.9256785,37.1058936,biomass\25112025.csv,25112025
2025-11-25 14:14:27.912,48,32.8754221,44.2437452,35.6159175,32.8346194,36.1548387,biomass\25112025.csv,25112025
2025-11-25 14:14:37.912,49,33.1234664,41.6944054,35.2661015,32.7672348,35.1763175,biomass\25112025.csv,25112025
2025-11-25 14:14:47.912,50,33.4239176,41.5339045,35.1647835,32.8703152,35.6657104,biomass\25112025.csv,25112025
2025-11-25 14:14:57.912,51,33.5666462,40.1561288,34.9003488,32.7099108,34.8337542,biomass\25112025.csv,25112025
2025-11-25 14:15:07.912,52,33.2168598,37.1676841,34.7084293,32.3075642,32.7750509,biomass\25112025.csv,25112025
2025-11-25 14:15:17.912,53,32.8871854,36.4359089,34.7020972,32.2678174,32.8514018,biomass\25112025.csv,25112025
2025-11-25 14:15:27.912,54,32.6764444,35.8410875,34.6654093,32.1927957,32.6242412,biomass\25112025.csv,25112025
2025-11-25 14:15:37.912,55,32.4173697,35.5931173,34.7262901,32.2747833,33.4326148,biomass\25112025.csv,25112025
2025-11-25 14:15:47.912,56,32.4700437,37.016471,34.9517077,32.5782113,35.4719243,biomass\25112025.csv,25112025
2025-11-25 14:15:57.912,57,32.219723,36.5596833,34.6027062,32.3421608,34.682536,biomass\25112025.csv,25112025
2025-11-25 14:16:07.912,58,31.9221322,35.7113021,34.4701884,32.2034831,33.7255698,biomass\25112025.csv,25112025
